"XMean" "XStdDev" "YActivity"
"145" -0.354842614277005+0i 0.460588301174169 "WALKING_UPSTAIRS"
"146" -0.37899212069893+0i 0.451060578407197 "WALKING_UPSTAIRS"
"147" -0.337512661708913+0i 0.457204705798102 "WALKING_UPSTAIRS"
"148" -0.326138365248093+0i 0.46223007860424 "WALKING_UPSTAIRS"
"149" -0.339196910249376+0i 0.460892901831088 "WALKING_UPSTAIRS"
"150" -0.327333242165419+0i 0.454756014140076 "WALKING_UPSTAIRS"
"151" -0.355542936258021+0i 0.474719261631277 "WALKING_UPSTAIRS"
"152" -0.364390520081501+0i 0.471391547329119 "WALKING_UPSTAIRS"
"153" -0.367466552662692+0i 0.45941076987653 "WALKING_UPSTAIRS"
"154" -0.35774669833943+0i 0.465338333537983 "WALKING_UPSTAIRS"
"155" -0.365604606933155+0i 0.461793280513447 "WALKING_UPSTAIRS"
"156" -0.354822731200463+0i 0.449950069057401 "WALKING_UPSTAIRS"
"157" -0.307714604532977+0i 0.43728212950269 "WALKING_UPSTAIRS"
"158" -0.317168941227201+0i 0.448294862326139 "WALKING_UPSTAIRS"
"159" -0.571457457873943+0i 0.556159871322611 "STANDING"
"160" -0.62382674867262+0i 0.532983471975593 "STANDING"
"161" -0.644870217041176+0i 0.532776441522275 "STANDING"
"162" -0.637233720699073+0i 0.534388565796055 "STANDING"
"163" -0.647535837580125+0i 0.526567901062936 "STANDING"
"164" -0.629641966007344+0i 0.547735316888143 "STANDING"
"165" -0.640754282627629+0i 0.535401450208488 "STANDING"
"166" -0.652544993504991+0i 0.530349061270547 "STANDING"
"167" -0.649481177935668+0i 0.534407255372824 "STANDING"
"168" -0.656096889061854+0i 0.525091801157573 "STANDING"
"169" -0.651998371335775+0i 0.524716387252004 "STANDING"
"170" -0.600360602196435+0i 0.558989627894662 "STANDING"
"171" -0.63723946817779+0i 0.55018229768901 "STANDING"
"172" -0.64550978016738+0i 0.53286261724609 "STANDING"
"173" -0.648568494718538+0i 0.533295100343627 "STANDING"
"174" -0.656023265976114+0i 0.52326781622253 "STANDING"
"175" -0.656531748805882+0i 0.529892747908271 "STANDING"
"176" -0.648722753123173+0i 0.537841833222964 "STANDING"
"177" -0.647794755155437+0i 0.534500448811103 "STANDING"
"178" -0.649581726638681+0i 0.536331486962323 "STANDING"
"179" -0.647812987002697+0i 0.533643776279721 "STANDING"
"180" -0.650839958238324+0i 0.526403882777359 "STANDING"
"181" -0.648781875708378+0i 0.530464858280307 "STANDING"
"182" -0.594886617587879+0i 0.546640817279505 "SITTING"
"183" -0.615173963778253+0i 0.549684967501211 "SITTING"
"184" -0.633001045946702+0i 0.548260883611336 "SITTING"
"185" -0.643919269205152+0i 0.536636042815548 "SITTING"
"186" -0.641073737535294+0i 0.539135208758015 "SITTING"
"187" -0.634698640999109+0i 0.548569194839015 "SITTING"
"188" -0.63671866654384+0i 0.578572692268483 "SITTING"
"189" -0.654047135718342+0i 0.553133111135027 "SITTING"
"190" -0.648737738463761+0i 0.545192443540799 "SITTING"
"191" -0.651583201038859+0i 0.524584710381177 "SITTING"
"192" -0.647882269860606+0i 0.527555064124416 "SITTING"
"193" -0.562468074017291+0i 0.54698501317435 "SITTING"
"194" -0.613754268321212+0i 0.565226048616473 "SITTING"
"195" -0.626459464800089+0i 0.54341061801487 "SITTING"
"196" -0.637402230013369+0i 0.533045058456418 "SITTING"
"197" -0.645648615201979+0i 0.530244643863436 "SITTING"
"198" -0.647758603745633+0i 0.533756879425743 "SITTING"
"199" -0.642492853402674+0i 0.531829893419342 "SITTING"
"200" -0.639538423572549+0i 0.535060685036408 "SITTING"
"201" -0.655158989964884+0i 0.520262623149327 "SITTING"
"202" -0.651476406718717+0i 0.520762213259971 "SITTING"
"203" -0.649847670604456+0i 0.526969458993391 "SITTING"
"204" -0.579366451115569+0i 0.540194055341081 "LAYING"
"205" -0.620498907285205+0i 0.540823170471027 "LAYING"
"206" -0.630212871964349+0i 0.542482202429798 "LAYING"
"207" -0.638866695134225+0i 0.555048111479621 "LAYING"
"208" -0.655273429498039+0i 0.529032240522999 "LAYING"
"209" -0.653715462245633+0i 0.530676117581049 "LAYING"
"210" -0.653503371977326+0i 0.533211789273607 "LAYING"
"211" -0.642692051533922+0i 0.538773129730251 "LAYING"
"212" -0.642754422397326+0i 0.559789625661399 "LAYING"
"213" -0.644474294424242+0i 0.551479993908751 "LAYING"
"214" -0.654668055670624+0i 0.537434650415257 "LAYING"
"215" -0.59843477586934+0i 0.539534496495582 "LAYING"
"216" -0.625769817604456+0i 0.545878266685081 "LAYING"
"217" -0.641436858244349+0i 0.543976244610043 "LAYING"
"218" -0.654737581468449+0i 0.516658223753031 "LAYING"
"219" -0.652292875275829+0i 0.521884775080435 "LAYING"
"220" -0.641728918639394+0i 0.557558766981439 "LAYING"
"221" -0.639422263805526+0i 0.552394500687457 "LAYING"
"222" -0.648550513099234+0i 0.541526805655242 "LAYING"
"223" -0.641484142566667+0i 0.552066978375114 "LAYING"
"224" -0.652395509865062+0i 0.537788376713376 "LAYING"
"225" -0.644233012595365+0i 0.550418780328336 "LAYING"
"226" -0.642663863100178+0i 0.547411589789888 "LAYING"
"227" -0.64912533831426+0i 0.543209668369016 "LAYING"
"228" -0.401733724290143+0i 0.471962429039261 "WALKING"
"229" -0.352239336734581+0i 0.462420214141356 "WALKING"
"230" -0.354752729513012+0i 0.460590650054516 "WALKING"
"231" -0.376882601328271+0i 0.465039511898619 "WALKING"
"232" -0.396462351955258+0i 0.475522904771666 "WALKING"
"233" -0.376231061837041+0i 0.472392651022517 "WALKING"
"234" -0.367092628102014+0i 0.469565220699057 "WALKING"
"235" -0.383937018321123+0i 0.46821483286343 "WALKING"
"236" -0.382034891312478+0i 0.463136020799321 "WALKING"
"237" -0.367404138388592+0i 0.462614612662529 "WALKING"
"238" -0.345783318982531+0i 0.468425753970867 "WALKING"
"239" -0.369791900210945+0i 0.474441569507177 "WALKING"
"240" -0.382556477427184+0i 0.471985944525847 "WALKING"
"241" -0.398793969865241+0i 0.478888623221122 "WALKING"
"242" -0.396530653231729+0i 0.479869805393475 "WALKING"
"243" -0.347496637733333+0i 0.472961543966337 "WALKING"
"244" -0.297854150316756+0i 0.470644044857934 "WALKING"
"245" -0.2954748871459+0i 0.483954630321495 "WALKING"
"246" -0.337150558909857+0i 0.481878747811602 "WALKING"
"247" -0.369149355658734+0i 0.463684549759761 "WALKING"
"248" -0.376212570243316+0i 0.465521866260496 "WALKING"
"249" -0.360396060184492+0i 0.467546540833395 "WALKING"
"250" -0.335424650122014+0i 0.469595370267351 "WALKING"
"251" -0.307386312290196+0i 0.485366138254038 "WALKING"
"252" -0.31134261781836+0i 0.479494232710052 "WALKING"
"253" -0.373864449880927+0i 0.469996733950104 "WALKING"
"254" -0.36932265219893+0i 0.472611447599361 "WALKING"
"255" -0.378258618546881+0i 0.469740763623151 "WALKING"
"256" -0.398286607170339+0i 0.485029467641184 "WALKING"
"257" -0.300148414694759+0i 0.465336108488565 "WALKING_DOWNSTAIRS"
"258" -0.298897007275936+0i 0.457188054370578 "WALKING_DOWNSTAIRS"
"259" -0.294255831135116+0i 0.466259672506157 "WALKING_DOWNSTAIRS"
"260" -0.248548759537219+0i 0.466201097156814 "WALKING_DOWNSTAIRS"
"261" -0.223508289028877+0i 0.459568769218409 "WALKING_DOWNSTAIRS"
"262" -0.27599116998984+0i 0.465648085669479 "WALKING_DOWNSTAIRS"
"263" -0.19593426084902+0i 0.479320073677739 "WALKING_DOWNSTAIRS"
"264" -0.172004423097487+0i 0.478923789453473 "WALKING_DOWNSTAIRS"
"265" -0.285663949724064+0i 0.468685166385552 "WALKING_DOWNSTAIRS"
"266" -0.245555528453832+0i 0.472673692329206 "WALKING_DOWNSTAIRS"
"267" -0.208284255175045+0i 0.472795827063955 "WALKING_DOWNSTAIRS"
"268" -0.203149963098948+0i 0.471907712795817 "WALKING_DOWNSTAIRS"
"269" -0.20974304708107+0i 0.460068497885821 "WALKING_DOWNSTAIRS"
"270" -0.179483492418699+0i 0.477504410946714 "WALKING_DOWNSTAIRS"
"271" -0.20858340800943+0i 0.473929731105087 "WALKING_DOWNSTAIRS"
"272" -0.23885709126738+0i 0.458029733846841 "WALKING_DOWNSTAIRS"
"273" -0.226076309445455+0i 0.457443139959972 "WALKING_DOWNSTAIRS"
"274" -0.133769344529768+0i 0.471318131038496 "WALKING_DOWNSTAIRS"
"275" -0.165676329553476+0i 0.463737948153561 "WALKING_DOWNSTAIRS"
"276" -0.238245222786773+0i 0.451924647002867 "WALKING_DOWNSTAIRS"
"277" -0.181210226736007+0i 0.467030783524494 "WALKING_DOWNSTAIRS"
"278" -0.180864486757326+0i 0.470882081401342 "WALKING_DOWNSTAIRS"
"279" -0.211888164289501+0i 0.473111338883893 "WALKING_DOWNSTAIRS"
"280" -0.358959221981105+0i 0.475364455067763 "WALKING_UPSTAIRS"
"281" -0.365519003518895+0i 0.47873088837276 "WALKING_UPSTAIRS"
"282" -0.380642110191105+0i 0.468819557280144 "WALKING_UPSTAIRS"
"283" -0.391818917239091+0i 0.476843858191481 "WALKING_UPSTAIRS"
"284" -0.396458788155258+0i 0.477741364764628 "WALKING_UPSTAIRS"
"285" -0.406459852535651+0i 0.471386729633928 "WALKING_UPSTAIRS"
"286" -0.391669297190018+0i 0.472020724419049 "WALKING_UPSTAIRS"
"287" -0.386104489037968+0i 0.48331562877088 "WALKING_UPSTAIRS"
"288" -0.362212758923529+0i 0.480420337401891 "WALKING_UPSTAIRS"
"289" -0.323792397059715+0i 0.47574163244147 "WALKING_UPSTAIRS"
"290" -0.356882599897929+0i 0.459195315375627 "WALKING_UPSTAIRS"
"291" -0.381905944120677+0i 0.465526880184416 "WALKING_UPSTAIRS"
"292" -0.37478136383779+0i 0.46403444029433 "WALKING_UPSTAIRS"
"293" -0.367168545500713+0i 0.466186125317641 "WALKING_UPSTAIRS"
"294" -0.340446018459305+0i 0.460210233185127 "WALKING_UPSTAIRS"
"295" -0.354242610046346+0i 0.469017850979261 "WALKING_UPSTAIRS"
"296" -0.339851002260606+0i 0.476211354766206 "WALKING_UPSTAIRS"
"297" -0.337244954115615+0i 0.465461352723812 "WALKING_UPSTAIRS"
"298" -0.35718267473369+0i 0.47395870581166 "WALKING_UPSTAIRS"
"299" -0.348885245119287+0i 0.472798483926834 "WALKING_UPSTAIRS"
"300" -0.37883209565246+0i 0.47097450816409 "WALKING_UPSTAIRS"
"301" -0.3791243499518+0i 0.467383106435136 "WALKING_UPSTAIRS"
"302" -0.371718096972852+0i 0.469213969619268 "WALKING_UPSTAIRS"
"303" -0.502212197773797+0i 0.539486907619591 "STANDING"
"304" -0.575614427585383+0i 0.512312910637135 "STANDING"
"305" -0.595889883756506+0i 0.525885778904358 "STANDING"
"306" -0.61890571596631+0i 0.530973287391745 "STANDING"
"307" -0.611726592816578+0i 0.52286791430055 "STANDING"
"308" -0.615082722098574+0i 0.517868480972887 "STANDING"
"309" -0.612389965867897+0i 0.527031298886058 "STANDING"
"310" -0.622019224265419+0i 0.520014645182062 "STANDING"
"311" -0.645872854086613+0i 0.526880660346156 "STANDING"
"312" -0.645701984115668+0i 0.532171239042654 "STANDING"
"313" -0.647306590497112+0i 0.530745849883236 "STANDING"
"314" -0.64012702884795+0i 0.537210210944812 "STANDING"
"315" -0.641373896569804+0i 0.534197515666129 "STANDING"
"316" -0.643625212493583+0i 0.534581084142325 "STANDING"
"317" -0.64073200755918+0i 0.538364654951456 "STANDING"
"318" -0.623372123754545+0i 0.529417239580067 "STANDING"
"319" -0.584645633574866+0i 0.551983343505387 "STANDING"
"320" -0.627459777187843+0i 0.550709317129726 "STANDING"
"321" -0.640018746806417+0i 0.531322546265253 "STANDING"
"322" -0.638785245920143+0i 0.531354836406423 "STANDING"
"323" -0.637864744154296+0i 0.539834675640563 "STANDING"
"324" -0.640836274239822+0i 0.529147521256871 "STANDING"
"325" -0.636191762710339+0i 0.523355000289492 "STANDING"
"326" -0.630380488362923+0i 0.521757807370733 "STANDING"
"327" -0.636393530893226+0i 0.523033294784023 "STANDING"
"328" -0.640857859195009+0i 0.523627400480222 "STANDING"
"329" -0.635428237449649+0i 0.529041344755786 "STANDING"
"330" -0.58164735949205+0i 0.527441385060858 "STANDING"
"331" -0.601800181962745+0i 0.540773773255734 "SITTING"
"332" -0.639617235679323+0i 0.547014031313166 "SITTING"
"333" -0.638904287561159+0i 0.537956075847589 "SITTING"
"334" -0.63204031181451+0i 0.546684399712411 "SITTING"
"335" -0.646074115540285+0i 0.530890120062167 "SITTING"
"336" -0.64368721115811+0i 0.53221014515276 "SITTING"
"337" -0.639040620683066+0i 0.541671131190448 "SITTING"
"338" -0.639090038265187+0i 0.538895013635103 "SITTING"
"339" -0.639490594548841+0i 0.536997751689947 "SITTING"
"340" -0.642232925313725+0i 0.541052520744199 "SITTING"
"341" -0.637948273104635+0i 0.541645298551728 "SITTING"
"342" -0.635388718367398+0i 0.526069894981202 "SITTING"
"343" -0.608292449033581+0i 0.534644894851764 "SITTING"
"344" -0.627717821175223+0i 0.542086171446098 "SITTING"
"345" -0.628746059008538+0i 0.521018890537949 "SITTING"
"346" -0.628706049386275+0i 0.522100437398292 "SITTING"
"347" -0.635627396262032+0i 0.52320022274444 "SITTING"
"348" -0.634344891372959+0i 0.536532883652196 "SITTING"
"349" -0.628273253800221+0i 0.543896709015467 "SITTING"
"350" -0.64599207976385+0i 0.526605501698199 "SITTING"
"351" -0.625735642247542+0i 0.531308975172128 "SITTING"
"352" -0.630463313688734+0i 0.525904045858512 "SITTING"
"353" -0.622354562439037+0i 0.55564878118269 "SITTING"
"354" -0.644461932430624+0i 0.520981446772653 "SITTING"
"355" -0.526856421628841+0i 0.535418780111496 "LAYING"
"356" -0.588063645291961+0i 0.539323356114257 "LAYING"
"357" -0.626788874755918+0i 0.547851971389607 "LAYING"
"358" -0.637411784892335+0i 0.54501846853134 "LAYING"
"359" -0.64415188+0i 0.540034919818747 "LAYING"
"360" -0.639492928293405+0i 0.551389876436984 "LAYING"
"361" -0.640037229528877+0i 0.551189049580806 "LAYING"
"362" -0.64474130656738+0i 0.544486821541446 "LAYING"
"363" -0.638409945955258+0i 0.548535235700047 "LAYING"
"364" -0.646972694738146+0i 0.538025869364174 "LAYING"
"365" -0.642146853034581+0i 0.545529333286227 "LAYING"
"366" -0.648919952489305+0i 0.539850565080864 "LAYING"
"367" -0.646841886591266+0i 0.533950917422473 "LAYING"
"368" -0.645497790474866+0i 0.536697107265422 "LAYING"
"369" -0.651260497299679+0i 0.533504183735207 "LAYING"
"370" -0.629447493995722+0i 0.528439904676234 "LAYING"
"371" -0.537321369883512+0i 0.524962646507373 "LAYING"
"372" -0.560427883045971+0i 0.534378992031967 "LAYING"
"373" -0.629146169247772+0i 0.541804811139985 "LAYING"
"374" -0.64446092230606+0i 0.540954927565124 "LAYING"
"375" -0.647145943420143+0i 0.534833360192222 "LAYING"
"376" -0.648189572937433+0i 0.532564843179502 "LAYING"
"377" -0.647878215393209+0i 0.533838089450339 "LAYING"
"378" -0.642695717500535+0i 0.539505792275604 "LAYING"
"379" -0.652449847001105+0i 0.53159074174544 "LAYING"
"380" -0.642018036833333+0i 0.540255058328086 "LAYING"
"381" -0.645259565343007+0i 0.543559222371694 "LAYING"
"382" -0.650863820437611+0i 0.537520586280322 "LAYING"
"383" -0.646438114279857+0i 0.538732873367017 "LAYING"
"384" -0.631391365891979+0i 0.541172892337893 "LAYING"
"385" -0.475263303095365+0i 0.48994108749096 "WALKING"
"386" -0.448854340117112+0i 0.486389073774158 "WALKING"
"387" -0.453283235200802+0i 0.488326399952077 "WALKING"
"388" -0.46315964747754+0i 0.485478387963493 "WALKING"
"389" -0.440614358457219+0i 0.481985094342112 "WALKING"
"390" -0.411497463859893+0i 0.485967116635206 "WALKING"
"391" -0.415994823053761+0i 0.487572191151611 "WALKING"
"392" -0.420811891554194+0i 0.473903133227183 "WALKING"
"393" -0.428961466091622+0i 0.485040008352271 "WALKING"
"394" -0.433333773464813+0i 0.48895149223817 "WALKING"
"395" -0.446455214743672+0i 0.487814801246848 "WALKING"
"396" -0.45716537303975+0i 0.496139824362967 "WALKING"
"397" -0.455880283748485+0i 0.483229026494502 "WALKING"
"398" -0.44202210478549+0i 0.482344503445725 "WALKING"
"399" -0.456962234533333+0i 0.490616367027549 "WALKING"
"400" -0.453727007223529+0i 0.488893137514653 "WALKING"
"401" -0.44249904774189+0i 0.484816543983576 "WALKING"
"402" -0.429024322070695+0i 0.486387989532604 "WALKING"
"403" -0.417538604190374+0i 0.491740325644903 "WALKING"
"404" -0.429801298231729+0i 0.486980671875966 "WALKING"
"405" -0.431780791545276+0i 0.484458343471259 "WALKING"
"406" -0.421234460516934+0i 0.474524471731953 "WALKING"
"407" -0.409896085501961+0i 0.476317295116154 "WALKING"
"408" -0.399541645576025+0i 0.473347648652613 "WALKING"
"409" -0.409037896945633+0i 0.475706167623227 "WALKING"
"410" -0.424727398457397+0i 0.48705355414969 "WALKING"
"411" -0.4205732476082+0i 0.483714128867782 "WALKING"
"412" -0.42839743422246+0i 0.484251067121137 "WALKING"
"413" -0.448643154881818+0i 0.48532666146579 "WALKING"
"414" -0.441577353266667+0i 0.483033633373419 "WALKING"
"415" -0.427490100863102+0i 0.482837625401048 "WALKING"
"416" -0.408571624370232+0i 0.495935904665021 "WALKING_DOWNSTAIRS"
"417" -0.419637491255793+0i 0.499107894139009 "WALKING_DOWNSTAIRS"
"418" -0.411455990663957+0i 0.484787159279213 "WALKING_DOWNSTAIRS"
"419" -0.403436910882353+0i 0.496854747606571 "WALKING_DOWNSTAIRS"
"420" -0.346525343840642+0i 0.500595463910985 "WALKING_DOWNSTAIRS"
"421" -0.422734959716471+0i 0.49335282559719 "WALKING_DOWNSTAIRS"
"422" -0.437933501497504+0i 0.500585303379011 "WALKING_DOWNSTAIRS"
"423" -0.438192628804991+0i 0.489155028430532 "WALKING_DOWNSTAIRS"
"424" -0.395465038276471+0i 0.468879525726215 "WALKING_DOWNSTAIRS"
"425" -0.382123259548128+0i 0.465635890822748 "WALKING_DOWNSTAIRS"
"426" -0.412302925982531+0i 0.473546603242127 "WALKING_DOWNSTAIRS"
"427" -0.40010314101123+0i 0.473331598834016 "WALKING_DOWNSTAIRS"
"428" -0.413941139069857+0i 0.482933229039904 "WALKING_DOWNSTAIRS"
